title,genre_id,age_release,description,image_url
Murmur of the Heart,"18,35",1971,"This loosely plotted coming-of-age tale follows the life of 15-year-old Laurent Chevalier as he stumbles his way over the burgeoning swell of adolescence in 1950s France. After having his first sexual experience with a prostitute and dodging the lips of a priest, Chevalier contracts a case of scarlet fever. When the fever leaves him with a heart murmur, Chevalier is placed in a sanatorium, along with his over-attentive and adulterous mother.",/60aZrZWZqhjSSHxiUVYSUQEm6SD.jpg
Wildlife,18,2018,"14-year-old Joe is the only child of Jeanette and Jerry — a housewife and a golf pro — in a small town in 1960s Montana. Nearby, an uncontrolled forest fire rages close to the Canadian border, and when Jerry loses his job (and his sense of purpose) he decides to join the cause of fighting the fire, leaving his wife and son to fend for themselves.",/hQSUwjSSRtWCA5EBoY22gGzaE8Y.jpg
8-Bit Christmas,"10751,35,14",2021,"In suburban Chicago during the late 1980s, ten-year-old Jake Doyle embarks on a herculean quest to get the latest and greatest video game system for Christmas.",/5YwaISdOwp8Zu6O7kwBeUn8a7Pu.jpg
Because of Winn-Dixie,"10751,35,18",2005,"A girl, abandoned by her mother when she was three, moves to a small town in Florida with her father. There, she adopts an orphaned dog she names Winn-Dixie. The bond between the girl and her special companion brings together the people in a small Florida town and heals her own troubled relationship with her father.",/oMUFS7HmIyTeui5xuoIEkPYTWC8.jpg
Brown Sugar,"10749,35",2002,"Sidney and Dre can attribute their lifelong friendship and the launch of their careers to one single childhood instant... witnessing the birth of hip-hop on a New York street corner. Now some 15 years later, she is a revered music critic at a national magazine and he is a successful, though unfulfilled, hip-hop record company executive. Both come to realize that their true life passions will only be fulfilled by remembering what they learned that day on the corner.",/hKltNdfxKg28mOgFwizNyhIFkJ2.jpg
Till Death,"27,53",2021,"After a romantic evening at their secluded lake house, a woman wakes up handcuffed to her dead husband. Trapped and isolated in the dead of winter, she must fight off hired killers to escape her late spouse's twisted plan.",/bvwMvrX2XqZVOz35YuYbFx3Iggr.jpg
18 Again!,"14,35",1988,"18 Again! is a 1988 comedy film starring George Burns and Charlie Schlatter. The plot involves a grandson switching souls with his grandfather by means of an accident. This was one of a series of unrelated films, including Like Father, Like Son and Vice Versa, produced in the late 1980s involving a similar plotline.",/sbQ6B314PkVAHoye9jAdgs2sYWE.jpg
Night Moves,"53,18",2014,The story about three radical environmentalists coming together to execute the most intense protest of their lives: the explosion of a hydroelectric dam.,/qQj7JKpUfrP7rVvr7kVrKuevGy7.jpg
Sibyl,18,2019,"Sibyl, a jaded psychotherapist, returns to her first passion: writing. But her newest patient Margot, a troubled up-and-coming actress, proves to be a source of inspiration that is far too tempting. Fascinated almost to the point of obsession, Sibyl becomes more and more involved in Margot’s tumultuous life, reviving volatile memories that bring her face to face with her past.",/eliw2t5CKkTSAFLuupXxT5cTOte.jpg
The Dig,"18,36",2021,"As WWII looms, a wealthy widow hires an amateur archaeologist to excavate the burial mounds on her estate. When they make a historic discovery, the echoes of Britain's past resonate in the face of its uncertain future‎.",/dFDNb9Gk1kyLRcconpj7Mc7C7IL.jpg
In a Valley of Violence,"37,28",2016,"The story of a drifter named Paul who arrives in a small town seeking revenge on the thugs who murdered his friend. Sisters Mary Anne and Ellen, who run the town's hotel, help Paul in his quest for vengeance.",/otuBE30CGhmIUznkX0AwkAQerMF.jpg
Miss Stevens,"35,18",2016,"Stuck at a crossroads in her personal life, it falls on high school English teacher Miss Stevens to chaperone three of her students — Billy, Margot and Sam — on a weekend trip to a drama competition.",/7pWcZa8ANeRCIlddbBZu8QconsU.jpg
84 Charing Cross Road,"18,10749",1987,"When a humorous script-reader in her New York apartment sees an ad in the Saturday Review of Literature for a bookstore in London that does mail order, she begins a very special correspondence and friendship with Frank Doel, the bookseller who works at Marks & Co., 84 Charing Cross Road.",/sNTg5J5UM5DeeOFY6MdrSiKRqM5.jpg
32 Malasana Street,"18,27",2020,"Malasaña neighborhood, Madrid, Spain, 1976. While political turmoil ravages the streets all over the country, the Olmedo family arrives in the big city and settles into their new apartment. They soon discover that they are not the only ones roaming its corridors.",/neCS8vPAtsj9cJDGNaEH76ImSd7.jpg
Rurouni Kenshin Part II: Kyoto Inferno,"28,12,18,14",2014,"Kenshin has settled into his new life with Kaoru and his other friends when he is approached with a request from the Meiji government. Makoto Shishio, a former assassin like Kenshin, was betrayed, set on fire and left for dead. He survived, and is now in Kyoto, plotting with his gathered warriors to overthrow the new government. Against Kaoru's wishes, Kenshin reluctantly agrees to go to Kyoto and help keep his country from falling back into civil war.",/gI2xYpJPQOsmFblvowkW2IgEHkC.jpg
America America,"18,36",1963,"A young Anatolian Greek, entrusted with his family's fortune, loses it en route to Istanbul and dreams of going to America.",/76RffKrNPrfA4TWYkx5wIIOzOlV.jpg
Deathgasm,"35,27,10402",2015,Two teenage boys unwittingly summon an ancient evil entity known as The Blind One by delving into black magic while trying to escape their mundane lives.,/e4dF2KRSZ0l7PaZg3XvSsCMAeNZ.jpg
An Unfinished Life,18,2005,"Stoic and heartbroken, Einar Gilkyson quietly lives in the rugged Wyoming ranchlands alongside his only trusted friend, Mitch Bradley. One day, the woman he blames for the death of his only son arrives at his door broke, desperate and with a granddaughter he's never known. But even as buried anger and accusations resurface, the way is opened for unexpected connection, adventure and forgiveness.",/7ugLG1yF1l8HWYhmdmHHSC3kJ8b.jpg
An Unfinished Life,18,2005,"Stoic and heartbroken, Einar Gilkyson quietly lives in the rugged Wyoming ranchlands alongside his only trusted friend, Mitch Bradley. One day, the woman he blames for the death of his only son arrives at his door broke, desperate and with a granddaughter he's never known. But even as buried anger and accusations resurface, the way is opened for unexpected connection, adventure and forgiveness.",/7ugLG1yF1l8HWYhmdmHHSC3kJ8b.jpg
Sleeper,"35,878",1973,"Miles Monroe, a clarinet-playing health food store proprietor, is revived out of cryostasis 200 years into a future world in order to help rebels fight an oppressive government regime.",/YTYSziZZP5aXt5CDvdEMwKDzme.jpg
White Fang,"16,10751",2018,A loyal wolfdog’s curiosity leads him on the adventure of a lifetime while serving a series of three distinctly different masters.,/jJx8zvW0H2N1WxrjYE8hRxS1N3u.jpg
Dragons: Gift of the Night Fury,"16,35,12,10751",2011,Hiccup and Toothless go on an exciting adventure and discover an island of new dragons.,/tieHyFlHwnU4gdKY9vBNCW7U5iw.jpg
Vita & Virginia,"18,10749",2019,"Socialite Vita Sackville-West and literary icon Virginia Woolf run in different circles in 1920s London. Despite the odds, the two forge an unconventional affair, set against the backdrop of their own strikingly contemporary marriages.",/kNsMRldqZgsinyFjwNn1UzC0iln.jpg
The Order,"14,27,9648,53,10749,18",2003,"For centuries, a secret Order of priests has existed within the Church. A renegade priest, Father Alex Bernier, is sent to Rome to investigate the mysterious death of one of the Order's most revered members. Following a series of strangely similar killings, Bernier launches an investigation that forces him to confront unimaginable evil.",/7kj4TffoKCt4gIrNupr2oqmir69.jpg
The Mistress,"27,53",2023,"Newlyweds Parker and Madeline move into their dream home. As they settle in, they discover a box of old love letters written to the original owner. And as the couple digs into the increasingly obsessive correspondence, a mysterious woman arrives with a horrifying secret that threatens their lives.",/1kdmre0wlUAUk9BvySv4Xoveieg.jpg
The Shamer's Daughter 2: The Serpent Gift,"12,14",2020,"The Shamer's Daughter, Dina, with the magical power of compelling people to admit their most secret shame, must save her family with her newly found father. But he is a Blackmaster, with the power to make people see and believe things that aren't true, so Dina must deal with having inherited this horrible power, while forging a relationship with a father she fears and mistrusts.",/zQXYZW4hTZyBBr8gS1CJ4CdDxAq.jpg
The First Time,"18,35,10749",2012,"Dave, a high school senior, spends most of his time pining away over a girl he can’t have. Aubrey, a junior with artistic aspirations, has a hot boyfriend who doesn’t quite understand her or seem to care. Although they go to different schools, Dave and Aubrey find themselves at the same party. When both head outside to get some air, they meet. A casual conversation sparks an instant connection, and, over the course of a weekend, things turn magical, romantic, complicated, and funny as Aubrey and Dave discover what it's like to fall in love for the first time.",/tG6jUndWd9FRuvI4j5Z2bhTuq0V.jpg
The Dilemma,"35,18",2011,"Longtime friends Ronny and Nick are partners in an auto-design firm. They are hard at work on a presentation for a dream project that would really launch their company. Then Ronny spots Nick's wife out with another man, and in the process of investigating the possible affair, he learns that Nick has a few secrets of his own. As the presentation nears, Ronny agonizes over what might happen if the truth gets out.",/a7EVBTqeh6NoCFDW24qIp11kyi9.jpg
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,35,2013,"After a stint in a psychiatric hospital, a young woman returns to the house where her father killed the entire cast of The Artist during his exorcism.",/f2YtZ8HHVt0F7sHg8r7GwlSKmKW.jpg
Britannic,"28,18,36,10770,10752",2000,"It was the sister ship of the infamous Titanic... and its final destiny was the same. Experience the true untold story of Britannic, a tumultuous, epic voyage of human passion, courage and betrayal aboard an ill-fated ocean liner bound for a shattering demise. With the world at war, an undercover British agent (Amanda Ryan), embarks the Britannic in search of a German spy believed to be on board to sabotage the ship. Posing as a governess, the undercover agent finds herself falling in love with the ship's chaplain (Edward Atterton). In a stunning discovery, the lovers suddenly find themselves enemies of war. And when a massive explosion deals a deathblow to the ship, their battle becomes one for their own survival. With a dynamic, international cast and a story line that hosts a chilling tale of espionage, politics and romance, Britannic brings one of history's most devastating events to riveting, new life.",/dzjEdjrRNAe6gIYcQFm0lKAby6Q.jpg
Kaguya-sama: Love Is War -The First Kiss That Never Ends-,"16,35,10749",2022,"After pining for one another and plotting for so long, Kaguya Shinomiya and Miyuki Shirogane finally have their climactic first kiss. However, they struggle to define their relationship. After all, how much of their true selves have they really shown to one another?",/jY092qLqa7qTMelwRiNPpLUolEz.jpg
